Symbol,Approved.Symbol
MIR1302-7,MIR1302-7
MIR1302-8,MIR1302-8
MIR1302-9,MIR1302-9
MIR1302-9HG,MIR1302-9HG
MIR1303,MIR1303
MIR1304,MIR1304
MIR1305,MIR1305
MIR1306,MIR1306
MIR1307,MIR1307
MIR130A,MIR130A
MIR130AHG,MIR130AHG
MIR130B,MIR130B
MIR132,MIR132
MIR1321,MIR1321
MIR1322,MIR1322
MIR1323,MIR1323
MIR1324,MIR1324
MIR133A1,MIR133A1
MIR133A1HG,MIR133A1HG
MIR133A2,MIR133A2
MIR133A2HG,MIR1-1HG
MIR133B,MIR133B
MIR133BHG,LINCMD1
MIR134,MIR134
MIR1343,MIR1343
MIR135A1,MIR135A1
MIR135A2,MIR135A2
MIR135B,MIR135B
MIR136,MIR136
MIR137,MIR137
MIR137HG,MIR137HG
MIR138-1,MIR138-1
MIR138-2,MIR138-2
MIR139,MIR139
MIR140,MIR140
MIR141,MIR141
MIR142,MIR142
MIR142HG,MIR142HG
MIR143,MIR143
MIR143HG,CARMN
MIR144,MIR144
MIR145,MIR145
MIR1468,MIR1468
MIR1469,MIR1469
MIR146A,MIR146A
MIR146B,MIR146B
MIR147,MIR147A
MIR1470,MIR1470
MIR1471,MIR1471
MIR147A,MIR147A
MIR147B,MIR147B
MIR147BHG,C15orf48
MIR148A,MIR148A
MIR148B,MIR148B
MIR149,MIR149
MIR150,MIR150
MIR151,MIR151A
MIR151A,MIR151A
MIR151B,MIR151B
MIR152,MIR152
MIR153-1,MIR153-1
MIR153-2,MIR153-2
MIR1537,MIR1537
MIR1538,MIR1538
MIR1539,MIR1539
MIR154,MIR154
MIR155,MIR155
MIR155HG,MIR155HG
MIR1587,MIR1587
MIR15A,MIR15A
MIR15AHG,DLEU2
MIR15B,MIR15B
MIR16,GDE1
MIR16-1,MIR16-1
MIR16-2,MIR16-2
MIR17,MIR17
MIR17HG,MIR17HG
MIR181A1,MIR181A1
MIR181A1HG,MIR181A1HG
MIR181A2,MIR181A2
MIR181A2HG,MIR181A2HG
MIR181B1,MIR181B1
MIR181B2,MIR181B2
MIR181C,MIR181C
MIR181D,MIR181D
MIR182,MIR182
MIR1825,MIR1825
MIR1827,MIR1827
MIR183,MIR183
MIR184,MIR184
MIR1843,MIR1843
MIR185,MIR185
MIR186,MIR186
MIR187,MIR187
MIR188,MIR188
MIR18A,MIR18A
MIR18B,MIR18B
MIR190,MIR190A
MIR1908,MIR1908
MIR1909,MIR1909
MIR190A,MIR190A
MIR190B,MIR190B
MIR191,MIR191
MIR1910,MIR1910
MIR1911,MIR1911
MIR1912,MIR1912
MIR1913,MIR1913
MIR1914,MIR1914
MIR1915,MIR1915
MIR1915HG,MIR1915HG
MIR192,MIR192
MIR193A,MIR193A
MIR193B,MIR193B
MIR193BHG,MIR193BHG
MIR194-1,MIR194-1
MIR194-2,MIR194-2
MIR194-2HG,MIR194-2HG
MIR195,MIR195
MIR195HG,MIR497HG
MIR196A1,MIR196A1
MIR196A2,MIR196A2
MIR196B,MIR196B
MIR197,MIR197
MIR1972,MIR1972-1
MIR1972-1,MIR1972-1
MIR1972-2,MIR1972-2
MIR1973,MIR1973
MIR1976,MIR1976
MIR198,MIR198
MIR199A1,MIR199A1
MIR199A2,MIR199A2
MIR199A2HG,DNM3OS
MIR199B,MIR199B
MIR19A,MIR19A
MIR19B1,MIR19B1
MIR19B2,MIR19B2
MIR200A,MIR200A
MIR200B,MIR200B
MIR200C,MIR200C
MIR200CHG,MIR200CHG
MIR202,MIR202
MIR202HG,MIR202HG
MIR203,MIR203A
MIR203A,MIR203A
MIR203B,MIR203B
MIR204,MIR204
MIR205,MIR205
MIR2052,MIR2052
MIR2052HG,MIR2052HG
MIR2053,MIR2053
MIR2054,MIR2054
MIR205HG,MIR205HG
MIR206,MIR206
MIR208A,MIR208A
MIR208B,MIR208B
MIR20A,MIR20A
MIR20B,MIR20B
MIR21,MIR21
MIR210,MIR210
MIR210HG,MIR210HG
MIR211,MIR211
MIR2110,MIR2110
MIR2113,MIR2113
MIR2114,MIR2114
MIR2115,MIR2115
MIR2116,MIR2116
MIR2117,MIR2117
MIR2117HG,MIR2117HG
MIR212,MIR212
MIR214,MIR214
MIR215,MIR215
MIR216A,MIR216A
MIR216AHG,MIR217HG
MIR216B,MIR216B
MIR216BHG,MIR217HG
MIR217,MIR217
MIR217HG,MIR217HG
MIR218-1,MIR218-1
MIR218-2,MIR218-2
MIR219-1,MIR219A1
MIR219-2,MIR219A2
MIR219A1,MIR219A1
MIR219A2,MIR219A2
MIR219A2HG,MIR219A2HG
MIR219B,MIR219B
MIR22,MIR22
MIR221,MIR221
MIR222,MIR222
MIR222HG,MIR222HG
MIR223,MIR223
MIR223HG,MIR223HG
MIR224,MIR224
MIR2276,MIR2276
MIR2277,MIR2277
MIR2278,MIR2278
MIR22HG,MIR22HG
MIR2355,MIR2355
MIR2392,MIR2392
MIR23A,MIR23A
MIR23AHG,MIR23AHG
MIR23B,MIR23B
MIR23C,MIR23C
MIR24-1,MIR24-1
MIR24-2,MIR24-2
MIR2467,MIR2467
MIR25,MIR25
MIR2681,MIR2681
MIR2682,MIR2682
MIR26A1,MIR26A1
MIR26A2,MIR26A2
MIR26B,MIR26B
MIR27A,MIR27A
MIR27B,MIR27B
MIR28,MIR28
MIR2861,MIR2861
MIR2909,MIR2909
MIR296,MIR296
MIR2964A,MIR219B
MIR297,MIR297
MIR298,MIR298
MIR299,MIR299
MIR29A,MIR29A
MIR29B1,MIR29B1
MIR29B2,MIR29B2
MIR29B2CHG,MIR29B2CHG
MIR29C,MIR29C
MIR300,MIR300
MIR301A,MIR301A
MIR301B,MIR301B
MIR302A,MIR302A
MIR302B,MIR302B
MIR302C,MIR302C
MIR302CHG,MIR302CHG
MIR302D,MIR302D
MIR302E,MIR302E
MIR302F,MIR302F
MIR3059,MIR3059
MIR3064,MIR3064
MIR3065,MIR3065
MIR3074,MIR3074
MIR3085,MIR3085
MIR30A,MIR30A
MIR30B,MIR30B
MIR30C1,MIR30C1
MIR30C2,MIR30C2
MIR30D,MIR30D
MIR30DHG,MIR30DHG
MIR30E,MIR30E
MIR31,MIR31
MIR3115,MIR3115
MIR3116-1,MIR3116-1
MIR3116-2,MIR3116-2
MIR3117,MIR3117
MIR3118-1,MIR3118-1
MIR3118-2,MIR3118-2
MIR3118-3,MIR3118-3
MIR3118-4,MIR3118-4
MIR3119-1,MIR3119-1
MIR3119-2,MIR3119-2
MIR3120,MIR3120
MIR3121,MIR3121
MIR3122,MIR3122
MIR3123,MIR3123
MIR3124,MIR3124
MIR3125,MIR3125
MIR3126,MIR3126
MIR3127,MIR3127
MIR3128,MIR3128
MIR3129,MIR3129
MIR3130-1,MIR3130-1
MIR3130-2,MIR3130-2
MIR3130-3,MIR3130-1
MIR3130-4,MIR3130-2
MIR3131,MIR3131
MIR3132,MIR3132
MIR3133,MIR3133
MIR3134,MIR3134
MIR3135,MIR3135A
MIR3135A,MIR3135A
MIR3135B,MIR3135B
MIR3136,MIR3136
MIR3137,MIR3137
MIR3138,MIR3138
MIR3139,MIR3139
MIR3140,MIR3140
MIR3141,MIR3141
MIR3142,MIR3142
MIR3142HG,MIR3142HG
MIR3143,MIR3143
MIR3144,MIR3144
MIR3145,MIR3145
MIR3146,MIR3146
MIR3147,MIR3147
MIR3147HG,MIR3147HG
MIR3148,MIR3148
MIR3149,MIR3149
MIR3150,MIR3150A
MIR3150A,MIR3150A
MIR3150B,MIR3150B
MIR3150BHG,MIR3150BHG
MIR3151,MIR3151
MIR3152,MIR3152
MIR3153,MIR3153
MIR3154,MIR3154
MIR3155,MIR3155A
MIR3155A,MIR3155A
MIR3155B,MIR3155B
MIR3156-1,MIR3156-1
MIR3156-2,MIR3156-2
MIR3156-3,MIR3156-3
MIR3157,MIR3157
MIR3158-1,MIR3158-1
MIR3158-2,MIR3158-2
MIR3159,MIR3159
MIR3160-1,MIR3160-1
MIR3160-2,MIR3160-2
MIR3161,MIR3161
MIR3162,MIR3162
MIR3163,MIR3163
MIR3164,MIR3164
MIR3165,MIR3165
MIR3166,MIR3166
MIR3167,MIR3167
MIR3168,MIR3168
MIR3169,MIR3169
MIR3170,MIR3170
MIR3171,MIR3171
MIR3171HG,MIR3171HG
MIR3173,MIR3173
MIR3174,MIR3174
MIR3175,MIR3175
MIR3176,MIR3176
MIR3177,MIR3177
MIR3178,MIR3178
MIR3179-1,MIR3179-1
MIR3179-2,MIR3179-2
MIR3179-3,MIR3179-3
MIR3179-4,MIR3179-4
MIR3180-1,MIR3180-1
MIR3180-2,MIR3180-2
MIR3180-3,MIR3180-3
MIR3180-4,MIR3180-4
MIR3180-5,MIR3180-5
MIR3181,MIR3181
MIR3182,MIR3182
MIR3183,MIR3183
MIR3184,MIR3184
MIR3185,MIR3185
MIR3186,MIR3186
MIR3187,MIR3187
MIR3188,MIR3188
MIR3189,MIR3189
MIR3190,MIR3190
MIR3191,MIR3191
MIR3192,MIR3192
MIR3193,MIR3193
MIR3194,MIR3194
MIR3195,MIR3195
MIR3196,MIR3196
MIR3197,MIR3197
MIR3198,MIR3198-1
MIR3198-1,MIR3198-1
MIR3198-2,MIR3198-2
MIR3199-1,MIR3199-1
MIR3199-2,MIR3199-2
MIR31HG,MIR31HG
MIR32,MIR32
MIR3200,MIR3200
MIR3201,MIR3201
MIR3202-1,MIR3202-1
MIR3202-2,MIR3202-2
MIR320A,MIR320A
MIR320B1,MIR320B1
MIR320B2,MIR320B2
MIR320C1,MIR320C1
MIR320C2,MIR320C2
MIR320D1,MIR320D1
MIR320D2,MIR320D2
MIR320E,MIR320E
MIR323,MIR323A
MIR323A,MIR323A
MIR323B,MIR323B
MIR324,MIR324
MIR325,MIR325
MIR325HG,MIR325HG
MIR326,MIR326
MIR328,MIR328
MIR329-1,MIR329-1
MIR329-2,MIR329-2
MIR330,MIR330
MIR331,MIR331
MIR335,MIR335
MIR337,MIR337
MIR338,MIR338
MIR339,MIR339
MIR33A,MIR33A
MIR33B,MIR33B
MIR340,MIR340
MIR342,MIR342
MIR345,MIR345
MIR346,MIR346
MIR34A,MIR34A
MIR34AHG,MIR34AHG
MIR34B,MIR34B
MIR34BHG,MIR34BHG
MIR34C,MIR34C
MIR3529,MIR3529
MIR3545,MIR203B
MIR3591,MIR3591
MIR3605,MIR3605
MIR3606,MIR3606
MIR3607,SNORD138
MIR3609,MIR3609
MIR361,MIR361
MIR3610,MIR3610
MIR3611,MIR3611
MIR3612,MIR3612
MIR3613,MIR3613
MIR3614,MIR3614
MIR3615,MIR3615
MIR3616,MIR3616
MIR3617,MIR3617
MIR3618,MIR3618
MIR3619,MIR3619
MIR362,MIR362
MIR3620,MIR3620
MIR3621,MIR3621
MIR3622A,MIR3622A
MIR3622B,MIR3622B
MIR363,MIR363
MIR3646,MIR3646
MIR3647,SNORD111B
MIR3648,MIR3648-1
MIR3648-1,MIR3648-1
MIR3648-2,MIR3648-2
MIR3649,MIR3649
MIR365-1,MIR365A
MIR365-2,MIR365B
MIR3650,MIR3650
MIR3651,MIR3651
MIR3652,MIR3652
MIR3654,MIR3654
MIR3655,MIR3655
MIR3657,MIR3657
MIR3658,MIR3658
MIR3659,MIR3659
MIR3659HG,MIR3659HG
MIR365A,MIR365A
MIR365B,MIR365B
MIR365BHG,MIR365BHG
MIR3660,MIR3660
MIR3661,MIR3661
MIR3662,MIR3662
MIR3663,MIR3663
MIR3663HG,MIR3663HG
MIR3664,MIR3664
MIR3665,MIR3665
MIR3666,MIR3666
MIR3667,MIR3667
MIR3667HG,MIR3667HG
MIR3668,MIR3668
MIR367,MIR367
MIR3670,MIR3670-1
MIR3670-1,MIR3670-1
MIR3670-2,MIR3670-2
MIR3670-3,MIR3670-3
MIR3670-4,MIR3670-4
MIR3671,MIR3671
MIR3672,MIR3672
MIR3674,MIR3674
MIR3675,MIR3675
MIR3677,MIR3677
MIR3677HG,MIR3677HG
MIR3678,MIR3678
MIR3679,MIR3679
MIR3680,MIR3680-1
MIR3680-1,MIR3680-1
MIR3680-2,MIR3680-2
MIR3681,MIR3681
MIR3681HG,MIR3681HG
MIR3682,MIR3682
MIR3683,MIR3683
MIR3684,MIR3684
MIR3685,MIR3685
MIR3686,MIR3686
MIR3688,MIR3688-1
MIR3688-1,MIR3688-1
MIR3688-2,MIR3688-2
MIR3689A,MIR3689A
MIR3689B,MIR3689B
MIR3689C,MIR3689C
MIR3689D1,MIR3689D1
MIR3689D2,MIR3689D2
MIR3689E,MIR3689E
MIR3689F,MIR3689F
MIR369,MIR369
MIR3690,MIR3690
MIR3690-1,MIR3690
MIR3690-2,MIR3690
MIR3691,MIR3691
MIR3692,MIR3692
MIR370,MIR370
MIR371,MIR371A
MIR3713,MIR3713
MIR3714,MIR3714
MIR371A,MIR371A
MIR371B,MIR371B
MIR372,MIR372
MIR373,MIR373
MIR374A,MIR374A
MIR374AHG,FTX
MIR374B,MIR374B
MIR374C,MIR374C
MIR375,MIR375
MIR376A1,MIR376A1
MIR376A2,MIR376A2
MIR376B,MIR376B
MIR376C,MIR376C
MIR377,MIR377
MIR378,MIR378A
MIR378A,MIR378A
MIR378B,MIR378B
MIR378C,MIR378C
MIR378D1,MIR378D1
MIR378D2,MIR378D2
MIR378D2HG,MIR378D2HG
MIR378E,MIR378E
MIR378F,MIR378F
MIR378G,MIR378G
MIR378H,MIR378H
MIR378I,MIR378I
MIR378J,MIR378J
MIR379,MIR379
MIR380,MIR380
MIR381,MIR381
MIR381HG,MIR381HG
MIR382,MIR382
MIR383,MIR383
MIR384,MIR384
MIR384HG,MIR325HG
MIR3907,MIR3907
MIR3908,MIR3908
MIR3909,MIR3909
MIR3910-1,MIR3910-1
MIR3910-2,MIR3910-2
MIR3911,MIR3911
MIR3912,MIR3912
MIR3913-1,MIR3913-1
MIR3913-2,MIR3913-2
MIR3914-1,MIR3914-1
MIR3914-2,MIR3914-2
MIR3915,MIR3915
MIR3916,MIR3916
MIR3917,MIR3917
MIR3918,MIR3918
MIR3919,MIR3919
MIR3920,MIR3920
MIR3921,MIR3921
MIR3922,MIR3922
MIR3923,MIR3923
MIR3924,MIR3924
MIR3925,MIR3925
MIR3926-1,MIR3926-1
MIR3926-2,MIR3926-2
MIR3927,MIR3927
MIR3928,MIR3928
MIR3929,MIR3929
MIR3934,MIR3934
MIR3935,MIR3935
MIR3936,MIR3936
MIR3936HG,MIR3936HG
MIR3937,MIR3937
MIR3938,MIR3938
MIR3939,MIR3939
MIR3940,MIR3940
MIR3941,MIR3941
MIR3942,MIR3942
MIR3943,MIR3943
MIR3944,MIR3944
MIR3945,MIR3945
MIR3945HG,MIR3945HG
MIR3960,MIR3960
MIR3972,MIR3972
MIR3973,MIR3973
MIR3974,MIR3974
MIR3975,MIR3975
MIR3976,MIR3976
MIR3976HG,MIR3976HG
MIR3977,MIR3977
MIR3978,MIR3978
MIR409,MIR409
MIR410,MIR410
MIR411,MIR411
MIR412,MIR412
MIR421,MIR421
MIR422A,MIR422A
MIR423,MIR423
MIR424,MIR424
MIR425,MIR425
MIR4251,MIR4251
MIR4252,MIR4252
MIR4253,MIR4253
MIR4254,MIR4254
MIR4255,MIR4255
MIR4256,MIR4256
MIR4257,MIR4257
MIR4258,MIR4258
MIR4259,MIR4259
MIR4260,MIR4260
MIR4261,MIR4261
MIR4262,MIR4262
MIR4263,MIR4263
MIR4264,MIR4264
MIR4265,MIR4265
MIR4266,MIR4266
MIR4267,MIR4267
MIR4268,MIR4268
MIR4269,MIR4269
MIR4270,MIR4270
MIR4271,MIR4271
MIR4272,MIR4272
MIR4273,MIR4273
MIR4274,MIR4274
MIR4275,MIR4275
MIR4276,MIR4276
MIR4277,MIR4277
MIR4278,MIR4278
MIR4279,MIR4279
MIR4280,MIR4280
MIR4280HG,MIR4280HG
MIR4281,MIR4281
MIR4282,MIR4282
MIR4283-1,MIR4283-1
MIR4283-2,MIR4283-2
MIR4284,MIR4284
MIR4285,MIR4285
MIR4286,MIR4286
MIR4287,MIR4287
MIR4288,MIR4288
MIR4289,MIR4289
MIR429,MIR429
MIR4290,MIR4290
MIR4290HG,MIR4290HG
MIR4291,MIR4291
MIR4292,MIR4292
MIR4293,MIR4293
MIR4294,MIR4294
MIR4295,MIR4295
MIR4296,MIR4296
MIR4297,MIR4297
MIR4298,MIR4298
MIR4299,MIR4299
MIR4300,MIR4300
MIR4300HG,MIR4300HG
MIR4301,MIR4301
MIR4302,MIR4302
MIR4303,MIR4303
MIR4304,MIR4304
MIR4305,MIR4305
MIR4306,MIR4306
MIR4307,MIR4307
MIR4307HG,MIR4307HG
MIR4308,MIR4308
MIR4309,MIR4309
MIR431,MIR431
MIR4310,MIR4310
MIR4311,MIR4311
MIR4312,MIR4312
MIR4313,MIR4313
MIR4314,MIR4314
MIR4315-1,MIR4315-1
MIR4315-2,MIR4315-2
MIR4316,MIR4316
MIR4317,MIR4317
MIR4318,MIR4318
MIR4319,MIR4319
MIR432,MIR432
MIR4320,MIR4320
MIR4321,MIR4321
MIR4322,MIR4322
MIR4323,MIR4323
MIR4324,MIR4324
MIR4325,MIR4325
MIR4326,MIR4326
MIR4327,MIR4327
MIR4328,MIR4328
MIR4329,MIR4329
MIR433,MIR433
MIR4330,MIR4330
MIR4418,MIR4418
MIR4420,MIR4420
MIR4421,MIR4421
MIR4422,MIR4422
MIR4422HG,MIR4422HG
MIR4423,MIR4423
MIR4424,MIR4424
MIR4425,MIR4425
MIR4426,MIR4426
MIR4427,MIR4427
MIR4428,MIR4428
MIR4429,MIR4429
MIR4430,MIR4430
MIR4431,MIR4431
MIR4432,MIR4432
MIR4432HG,MIR4432HG
MIR4433,MIR4433A
MIR4433A,MIR4433A
MIR4433B,MIR4433B
MIR4434,MIR4434
MIR4435-1,MIR4435-1
MIR4435-1HG,MIR4435-2HG
MIR4435-2,MIR4435-2
MIR4435-2HG,MIR4435-2HG
MIR4436A,MIR4436A
MIR4436B,MIR4436B1
MIR4436B1,MIR4436B1
MIR4436B2,MIR4436B2
MIR4437,MIR4437
MIR4438,MIR4438
MIR4439,MIR4439
MIR4440,MIR4440
MIR4441,MIR4441
MIR4442,MIR4442
MIR4443,MIR4443
MIR4444,MIR4444-1
MIR4444-1,MIR4444-1
MIR4444-2,MIR4444-2
MIR4445,MIR4445
MIR4446,MIR4446
MIR4447,MIR4447
MIR4448,MIR4448
MIR4449,MIR4449
MIR4450,MIR4450
MIR4451,MIR4451
MIR4452,MIR4452
MIR4453,MIR4453
MIR4453HG,MIR4453HG
MIR4454,MIR4454
MIR4455,MIR4455
MIR4456,MIR4456
MIR4457,MIR4457
MIR4458,MIR4458
MIR4458HG,MIR4458HG
MIR4460,MIR4460
MIR4462,MIR4462
MIR4463,MIR4463
MIR4464,MIR4464
MIR4465,MIR4465
MIR4466,MIR4466
MIR4467,MIR4467
MIR4468,MIR4468
MIR4469,MIR4469
MIR4470,MIR4470
MIR4471,MIR4471
MIR4472-1,MIR4472-1
MIR4472-2,MIR4472-2
MIR4473,MIR4473
MIR4474,MIR4474
MIR4475,MIR4475
MIR4476,MIR4476
MIR4477A,MIR4477A
MIR4477B,MIR4477B
MIR4478,MIR4478
MIR4479,MIR4479
MIR448,MIR448
MIR4480,MIR4480
MIR4481,MIR4481
MIR4482,MIR4482
MIR4482-1,MIR4482
MIR4483,MIR4483
MIR4484,MIR4484
MIR4485,MIR4485
MIR4486,MIR4486
MIR4487,MIR4487
MIR4488,MIR4488
MIR4489,MIR4489
MIR4490,MIR4490
MIR4491,MIR4491
MIR4492,MIR4492
MIR4493,MIR4493
MIR4494,MIR4494
MIR4495,MIR4495
MIR4496,MIR4496
MIR4497,MIR4497
MIR4498,MIR4498
MIR4499,MIR4499
MIR449A,MIR449A
MIR449B,MIR449B
MIR449C,MIR449C
MIR4500,MIR4500
MIR4500HG,MIR4500HG
MIR4501,MIR4501
MIR4502,MIR4502
MIR4503,MIR4503
MIR4504,MIR4504
MIR4505,MIR4505
MIR4506,MIR4506
MIR4507,MIR4507
MIR4508,MIR4508
MIR4509-1,MIR4509-1
MIR4509-2,MIR4509-2
MIR4509-3,MIR4509-3
MIR450A1,MIR450A1
MIR450A2,MIR450A2
MIR450B,MIR450B
MIR451,MIR451A
MIR4510,MIR4510
MIR4511,MIR4511
MIR4512,MIR4512
MIR4513,MIR4513
MIR4514,MIR4514
MIR4515,MIR4515
MIR4516,MIR4516
MIR4517,MIR4517
MIR4518,MIR4518
MIR4519,MIR4519
MIR451A,MIR451A
MIR451B,MIR451B
MIR452,MIR452
MIR4520-1,MIR4520-1
MIR4520-2,MIR4520-2
MIR4520A,MIR4520-1
MIR4520B,MIR4520-2
MIR4521,MIR4521
MIR4522,MIR4522
MIR4523,MIR4523
MIR4524,MIR4524A
MIR4524A,MIR4524A
MIR4524B,MIR4524B
MIR4525,MIR4525
MIR4526,MIR4526
MIR4527,MIR4527
MIR4527HG,MIR4527HG
MIR4528,MIR4528
MIR4529,MIR4529
MIR4529HG,TCF4-AS1
MIR453,MIR323B
MIR4530,MIR4530
MIR4531,MIR4531
MIR4533,MIR4533
MIR4534,MIR4534
MIR4535,MIR4535
MIR4536,MIR4536-1
MIR4536-1,MIR4536-1
MIR4536-2,MIR4536-2
MIR4537,MIR4537
MIR4538,MIR4538
MIR4539,MIR4539
MIR454,MIR454
MIR4540,MIR4540
MIR455,MIR455
MIR4632,MIR4632
MIR4633,MIR4633
MIR4634,MIR4634
MIR4635,MIR4635
MIR4636,MIR4636
MIR4637,MIR4637
MIR4638,MIR4638
MIR4639,MIR4639
MIR4640,MIR4640
MIR4641,MIR4641
MIR4642,MIR4642
MIR4643,MIR4643
MIR4644,MIR4644
MIR4645,MIR4645
MIR4646,MIR4646
MIR4647,MIR4647
MIR4648,MIR4648
MIR4649,MIR4649
MIR4650-1,MIR4650-1
MIR4650-2,MIR4650-2
MIR4651,MIR4651
MIR4652,MIR4652
MIR4653,MIR4653
MIR4654,MIR4654
MIR4655,MIR4655
MIR4656,MIR4656
MIR4657,MIR4657
MIR4658,MIR4658
MIR4659A,MIR4659A
MIR4659B,MIR4659B
MIR466,MIR466
MIR4660,MIR4660
MIR4661,MIR4661
MIR4662A,MIR4662A
MIR4662B,MIR4662B
MIR4663,MIR4663
MIR4664,MIR4664
MIR4665,MIR4665
MIR4666,MIR4666A
MIR4666A,MIR4666A
MIR4666B,MIR4666B
MIR4667,MIR4667
MIR4668,MIR4668
MIR4669,MIR4669
MIR4670,MIR4670
MIR4671,MIR4671
MIR4672,MIR4672
MIR4673,MIR4673
MIR4674,MIR4674
MIR4674HG,NALT1
MIR4675,MIR4675
MIR4676,MIR4676
MIR4677,MIR4677
MIR4678,MIR4678
MIR4679-1,MIR4679-1
MIR4679-2,MIR4679-2
MIR4680,MIR4680
MIR4681,MIR4681
MIR4682,MIR4682
MIR4683,MIR4683
MIR4684,MIR4684
MIR4685,MIR4685
MIR4686,MIR4686
MIR4687,MIR4687
MIR4688,MIR4688
MIR4689,MIR4689
MIR4690,MIR4690
MIR4691,MIR4691
MIR4692,MIR4692
MIR4693,MIR4693
MIR4694,MIR4694
MIR4695,MIR4695
MIR4696,MIR4696
MIR4697,MIR4697
MIR4697HG,IGSF9B
MIR4698,MIR4698
MIR4699,MIR4699
MIR4700,MIR4700
MIR4701,MIR4701
MIR4703,MIR4703
MIR4704,MIR4704
MIR4705,MIR4705
MIR4706,MIR4706
MIR4707,MIR4707
MIR4708,MIR4708
MIR4709,MIR4709
MIR4710,MIR4710
MIR4711,MIR4711
MIR4712,MIR4712
MIR4713,MIR4713
MIR4713HG,MIR4713HG
MIR4714,MIR4714
MIR4715,MIR4715
MIR4716,MIR4716
MIR4717,MIR4717
MIR4718,MIR4718
MIR4719,MIR4719
MIR4720,MIR4720
MIR4721,MIR4721
MIR4722,MIR4722
MIR4723,MIR4723
MIR4724,MIR4724
MIR4725,MIR4725
MIR4726,MIR4726
MIR4727,MIR4727
MIR4728,MIR4728
MIR4729,MIR4729
MIR4730,MIR4730
MIR4731,MIR4731
MIR4732,MIR4732
MIR4733,MIR4733
MIR4733HG,MIR4733HG
MIR4734,MIR4734
MIR4735,MIR4735
MIR4736,MIR4736
MIR4737,MIR4737
MIR4738,MIR4738
MIR4739,MIR4739
MIR4740,MIR4740
MIR4741,MIR4741
MIR4742,MIR4742
MIR4743,MIR4743
MIR4744,MIR4744
MIR4745,MIR4745
MIR4746,MIR4746
MIR4747,MIR4747
MIR4748,MIR4748
MIR4749,MIR4749
MIR4750,MIR4750
MIR4751,MIR4751
MIR4752,MIR4752
MIR4753,MIR4753
MIR4754,MIR4754
MIR4755,MIR4755
MIR4756,MIR4756
MIR4757,MIR4757
MIR4758,MIR4758
MIR4759,MIR4759
MIR4760,MIR4760
MIR4761,MIR4761
MIR4762,MIR4762
MIR4763,MIR4763
MIR4764,MIR4764
MIR4765,MIR4765
MIR4766,MIR4766
MIR4767,MIR4767
MIR4768,MIR4768
MIR4769,MIR4769
MIR4770,MIR4770
MIR4771-1,MIR4771-1
MIR4771-2,MIR4771-2
MIR4772,MIR4772
MIR4773-1,MIR4773-1
MIR4773-2,MIR4773-2
MIR4774,MIR4774
MIR4775,MIR4775
MIR4776-1,MIR4776-1
MIR4776-2,MIR4776-2
MIR4777,MIR4777
MIR4778,MIR4778
MIR4779,MIR4779
MIR4780,MIR4780
MIR4781,MIR4781
MIR4782,MIR4782
MIR4783,MIR4783
MIR4784,MIR4784
MIR4785,MIR4785
MIR4786,MIR4786
MIR4787,MIR4787
MIR4788,MIR4788
MIR4789,MIR4789
MIR4790,MIR4790
MIR4791,MIR4791
MIR4793,MIR4793
MIR4794,MIR4794
MIR4795,MIR4795
MIR4796,MIR4796
MIR4797,MIR4797
MIR4798,MIR4798
MIR4799,MIR4799
MIR4800,MIR4800
MIR4801,MIR4801
MIR4802,MIR4802
MIR4803,MIR4803
MIR4804,MIR4804
MIR483,MIR483
MIR484,MIR484
MIR485,MIR485
MIR486,MIR486-1
MIR486-1,MIR486-1
MIR486-2,MIR486-2
MIR487A,MIR487A
MIR487B,MIR487B
MIR488,MIR488
MIR489,MIR489
MIR490,MIR490
MIR491,MIR491
MIR492,MIR492
MIR493,MIR493
MIR493HG,MIR493HG
MIR494,MIR494
MIR495,MIR495
MIR496,MIR496
MIR497,MIR497
MIR497HG,MIR497HG
MIR498,MIR498
MIR499,MIR499A
MIR4999,MIR4999
MIR4999HG,RAB11B-AS1
MIR499A,MIR499B
MIR499A,MIR499A
MIR499B,MIR499B
MIR500,MIR500A
MIR5000,MIR5000
MIR5001,MIR5001
MIR5002,MIR5002
MIR5003,MIR5003
MIR5004,MIR5004
MIR5006,MIR5006
MIR5007,MIR5007
MIR5008,MIR5008
MIR5009,MIR5009
MIR500A,MIR500A
MIR500B,MIR500B
MIR501,MIR501
MIR5010,MIR5010
MIR5011,MIR5011
MIR502,MIR502
MIR503,MIR503
MIR503HG,MIR503HG
MIR504,MIR504
MIR5047,MIR5047
MIR505,MIR505
MIR506,MIR506
MIR507,MIR507
MIR508,MIR508
MIR5087,MIR5087
MIR5088,MIR5088
MIR5089,MIR5089
MIR509-1,MIR509-1
MIR509-2,MIR509-2
MIR509-3,MIR509-3
MIR5090,MIR5090
MIR5091,MIR5091
MIR5092,MIR5092
MIR5093,MIR5093
MIR5094,MIR5094
MIR510,MIR510
MIR5100,MIR5100
MIR511,MIR511
MIR511-1,MIR511
MIR511-2,MIR511
MIR512-1,MIR512-1
MIR512-2,MIR512-2
MIR513A1,MIR513A1
MIR513A2,MIR513A2
MIR513B,MIR513B
MIR513C,MIR513C
MIR514-1,MIR514A1
MIR514-2,MIR514A2
MIR514-3,MIR514A3
MIR514A1,MIR514A1
MIR514A2,MIR514A2
MIR514A3,MIR514A3
